City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,joshimath,30.5667,79.5667,21.96,97,100,1.15,IN,1690509829
360,thief river falls,48.1191,-96.1812,22.53,78,0,3.09,US,1690510018
361,plettenberg bay,-34.0527,23.3716,12.66,79,2,1.32,ZA,1690510018
362,khromtau,50.2503,58.4347,24.03,45,0,2.56,KZ,1690510019
363,sola,-13.8833,167.55,24.96,76,100,12.51,VU,1690510019
364,falakata,26.5208,89.2055,28.34,81,90,1.99,IN,1690509845
365,bridgewater,44.3835,-64.5155,21.17,94,98,2.68,CA,1690510019
366,nantucket,41.2835,-70.0995,25.64,93,71,12.45,US,1690510019
367,ha'il,27.5219,41.6907,28.21,17,7,1.35,SA,1690510020
368,port lincoln,-34.7333,135.8667,16.48,67,2,7.43,AU,1690510020
369,walvis bay,-22.9575,14.5053,12.27,90,6,2.13,NA,1690510020
370,pocone,-16.2567,-56.6228,24.21,42,8,1.91,BR,1690510020
371,at-bashi,41.1702,75.8106,18.29,46,11,0.44,KG,1690510021
372,sao tome,0.3365,6.7273,24.09,87,100,5.47,ST,1690510021
373,sangkhla buri,15.1555,98.4536,26.67,84,97,1.4,TH,1690510021
374,fort bragg,35.139,-79.006,29.9,77,0,2.57,US,1690509823
375,okha,53.5739,142.9478,16.28,80,48,5.49,RU,1690510022
376,tralee,52.2704,-9.7026,13.48,84,100,2.46,IE,1690510022
377,leer,53.2316,7.461,18.3,97,100,4.46,DE,1690510022
378,lajere,11.9797,11.4443,26.95,59,100,2.84,NG,1690510023
379,tamandare,-8.7597,-35.1047,23.67,89,27,4.08,BR,1690510023
380,sitangkai,4.6628,119.3928,28.18,78,100,9.55,PH,1690510023
381,nova sintra,14.8667,-24.7167,22.47,81,24,7.73,CV,1690510024
382,letlhakeng,-24.0944,25.0298,12.63,45,0,3.44,BW,1690510024
383,kendari,-3.945,122.4989,28.46,66,61,0.4,ID,1690510024
384,chernyshevskiy,63.0128,112.4714,19.96,46,100,2.94,RU,1690510025
385,launceston,-41.45,147.1667,14.08,85,75,8.75,AU,1690510025
386,victoria falls,-17.9235,25.843,13.46,65,6,1.44,ZW,1690510025
387,broken hill,-31.95,141.4333,19.76,53,47,8.05,AU,1690510025
388,sampit,-2.5333,112.95,28.7,59,80,2.75,ID,1690510026
389,lerwick,60.1545,-1.1494,13.0,87,17,3.41,GB,1690510026
390,luderitz,-26.6481,15.1594,11.47,88,0,1.0,NA,1690510026
391,kamikawa,43.84,142.7711,28.88,57,36,3.09,JP,1690510027
392,tokar,18.4254,37.729,34.12,41,6,11.97,SD,1690510027
393,sambava,-14.2667,50.1667,19.12,84,1,4.61,MG,1690510027
394,tofol,5.3248,163.0078,25.88,94,100,4.63,FM,1690510027
395,otjimbingwe,-22.35,16.1333,13.69,42,11,0.25,NA,1690510028
396,kindu,-2.95,25.95,20.4,47,18,1.38,CD,1690510028
397,kish,26.5578,54.0194,32.53,81,100,4.81,IR,1690510028
398,mirabad,30.4362,61.8383,31.69,27,0,9.26,AF,1690510029
399,selfoss,63.9331,-20.9971,9.91,86,23,3.57,IS,1690510029
400,trebbin,52.2167,13.2,17.72,98,100,4.62,DE,1690510029
401,shortandy,51.7006,70.9994,20.11,61,0,2.43,KZ,1690510029
402,karachi,24.9056,67.0822,28.9,74,75,7.2,PK,1690510029
403,brush,40.2589,-103.6238,28.6,54,40,4.63,US,1690510030
404,naze,28.3667,129.4833,26.8,83,76,6.66,JP,1690510030
405,island harbour,50.724,-1.2758,17.88,96,95,0.45,GB,1690510030
406,springs,-26.25,28.4,12.04,84,0,1.88,ZA,1690510031
407,sovetskiy,61.3614,63.5842,16.38,92,100,2.77,RU,1690510031
408,crane,31.3974,-102.3501,32.25,27,2,6.74,US,1690510031
409,pong nam ron,12.9058,102.2623,29.73,78,96,3.14,TH,1690510031
410,new norfolk,-42.7826,147.0587,16.07,52,0,4.29,AU,1690510031
411,salinopolis,-0.6136,-47.3561,26.43,84,85,5.35,BR,1690509988
412,magadan,59.5667,150.8,20.85,55,1,2.06,RU,1690509805
413,saint-pierre,-21.3393,55.4781,18.82,63,75,4.63,RE,1690510032
414,marka,1.7159,44.7717,23.97,87,64,6.48,SO,1690510032
415,sarina,-21.4333,149.2167,22.37,50,97,5.3,AU,1690510033
416,nuku'alofa,-21.1333,-175.2,22.19,68,40,3.6,TO,1690510033
417,akrehamn,59.2667,5.1833,14.14,88,100,3.6,NO,1690510033
418,mana,5.6592,-53.7767,25.76,90,63,4.47,GF,1690510033
419,greenville,35.6127,-77.3663,29.02,86,0,3.6,US,1690510034
420,novaya igirma,57.1334,103.9112,23.89,57,87,0.65,RU,1690510034
421,vodice,43.7608,15.7828,20.98,59,0,2.83,HR,1690510034
422,nicoya,10.1483,-85.452,24.93,94,100,1.21,CR,1690510034
423,kill devil hills,36.0307,-75.676,29.43,80,0,7.72,US,1690510035
424,pemangkat,1.1667,108.9667,28.15,69,100,5.66,ID,1690510035
425,pangkalanbuun,-2.6833,111.6167,29.13,59,67,2.97,ID,1690510035
426,taoudenni,22.6783,-3.9836,38.16,19,62,1.87,ML,1690510035
427,santa elena de uairen,4.6167,-61.1333,20.43,92,100,1.7,VE,1690510036
428,bafoulabe,13.8065,-10.8321,28.47,72,100,1.24,ML,1690510036
429,dimitrovgrad,54.2139,49.6184,22.11,75,8,0.19,RU,1690510036
430,georgetown,5.4112,100.3354,29.97,83,20,1.54,MY,1690509850
431,recreo,-29.2818,-65.061,13.58,62,0,3.32,AR,1690510037
432,bayanaul,50.7889,75.6956,20.01,65,24,2.61,KZ,1690510037
433,lugovoye,42.9094,72.7178,25.79,43,7,1.91,KZ,1690510037
434,santiago,-33.4569,-70.6483,16.3,61,100,1.54,CL,1690509651
435,aleg,17.0481,-13.9209,30.72,52,100,6.9,MR,1690510038
436,carutapera,-1.195,-46.02,25.31,84,8,3.41,BR,1690510038
437,kodinsk,58.6881,99.1844,24.29,56,75,0.67,RU,1690510038
438,palmer,42.1584,-72.3287,23.06,84,40,2.06,US,1690510003
439,uren',57.4552,45.7852,17.13,86,15,2.08,RU,1690510038
440,pangody,65.85,74.4859,21.33,65,100,1.05,RU,1690510039
441,bechar,31.6167,-2.2167,38.18,12,20,2.57,DZ,1690509953
442,pont rouge,48.8833,-72.0825,15.48,74,64,0.59,CA,1690510039
443,kristiansund,63.1115,7.732,15.03,94,100,4.12,NO,1690510039
444,dubbo,-32.25,148.6167,18.07,55,29,4.12,AU,1690510040
445,tarinkot,32.6268,65.8733,28.75,18,7,1.51,AF,1690510040
446,khandyga,62.6667,135.6,21.54,34,92,2.87,RU,1690510040
447,bakanas,44.8081,76.2772,27.1,43,98,5.67,KZ,1690510041
448,vorgashor,67.5833,63.95,15.71,89,100,0.82,RU,1690510041
449,enewetak,11.3474,162.3373,27.93,83,100,8.27,MH,1690510041
450,beau vallon,-20.4189,57.6953,19.56,76,65,5.05,MU,1690510041
451,alaghsas,17.0187,8.0168,31.8,34,16,4.33,NE,1690510042
452,moyale,3.5167,39.0584,18.67,73,100,6.28,KE,1690510042
453,balqash,46.8481,74.995,21.33,56,0,7.0,KZ,1690510042
454,gazli,40.1333,63.45,30.94,30,2,4.28,UZ,1690510042
455,swakopmund,-22.6833,14.5333,12.21,87,6,0.89,NA,1690510042
456,codrington,-38.2667,141.9667,15.12,71,0,5.79,AU,1690510043
457,lambarene,-0.7001,10.2406,22.0,87,88,2.33,GA,1690510043
458,aguas vermelhas,-15.7472,-41.46,17.51,80,100,1.64,BR,1690509830
459,liwonde,-15.0506,35.2035,15.58,65,0,0.97,MW,1690510044
460,laguna,38.421,-121.4238,33.63,40,0,6.69,US,1690510044
461,remire-montjoly,4.9167,-52.2667,25.02,94,100,0.51,GF,1690510045
462,xichang,27.8964,102.2634,21.78,87,98,1.5,CN,1690510045
463,vernon,50.2581,-119.2691,28.74,34,100,6.71,CA,1690509915
464,misratah,32.3754,15.0925,26.11,66,0,2.59,LY,1690510045
465,san jose de feliciano,-30.3845,-58.7517,12.55,62,98,2.76,AR,1690510046
466,berezovyy,51.6667,135.7,25.04,63,97,1.46,RU,1690510046
467,garachico,28.7781,-17.7646,20.06,64,0,4.12,ES,1690510046
468,ca mau,9.1769,105.15,29.12,76,93,6.01,VN,1690510046
469,tuy hoa,13.0833,109.3,30.95,63,100,6.86,VN,1690510047
470,melfort,52.8667,-104.6177,15.07,67,97,4.12,CA,1690509778
471,isangel,-19.55,169.2667,24.06,64,40,5.14,VU,1690510047
472,purranque,-40.9167,-73.1667,10.63,99,100,1.53,CL,1690509799
473,bloemfontein,-29.1211,26.214,8.74,52,0,3.4,ZA,1690510048
474,rocha,-34.4833,-54.3333,8.02,77,100,1.88,UY,1690510048
475,aitape,-3.1374,142.3475,29.54,66,69,0.96,PG,1690510048
476,tarnogskiy gorodok,60.4997,43.5761,14.9,92,100,1.66,RU,1690510048
477,shahrak,34.1074,64.3052,16.96,33,0,1.8,AF,1690510048
478,kinana,14.0361,33.1712,26.21,69,47,5.28,SD,1690510049
479,severo-yeniseyskiy,60.3725,93.0408,16.57,84,100,0.67,RU,1690510049
480,yongning,24.68,118.69,25.56,92,100,10.54,CN,1690510049
481,boguchany,58.3814,97.4531,23.91,56,10,1.28,RU,1690510050
482,miyako,39.6367,141.9525,28.99,64,50,2.5,JP,1690510050
483,koulikoro,14.0,-7.75,25.78,65,100,2.27,ML,1690510050
484,moranbah,-22.0016,148.0466,21.29,59,47,6.78,AU,1690510051
485,guerrero negro,27.9769,-114.0611,22.92,72,10,6.76,MX,1690510052
486,lianzhou,24.7811,112.3825,31.79,66,71,2.47,CN,1690510052
487,newman,37.3138,-121.0208,32.25,34,0,2.24,US,1690510052
488,santa marta,11.2408,-74.199,29.38,73,75,4.12,CO,1690509964
489,arno,60.1167,18.6333,15.99,88,16,1.36,SE,1690510052
490,tuapse,44.1125,39.0742,22.81,88,99,2.91,RU,1690510053
491,tamalpais valley,37.8796,-122.5458,23.74,82,2,3.58,US,1690510053
492,ataq,14.5377,46.8319,27.18,58,99,3.38,YE,1690510054
493,amos,48.5669,-78.1162,17.98,87,87,2.55,CA,1690510054
494,rongelap,11.1635,166.8941,28.6,79,100,8.36,MH,1690510054
495,excelsior springs,39.3392,-94.2261,31.94,61,0,1.54,US,1690509989
496,cockburn town,21.4612,-71.1419,28.5,81,87,7.86,TC,1690509901
497,nema,57.5067,50.5011,16.65,87,74,1.69,RU,1690510055
498,segou,13.4317,-6.2157,28.25,67,100,2.19,ML,1690510055
499,nova vicosa,-17.8919,-39.3719,21.79,82,24,3.43,BR,1690510055
500,dhuusamarreeb,5.535,46.3861,22.91,74,93,8.28,SO,1690510056
501,lorengau,-2.0226,147.2712,29.29,69,20,2.74,PG,1690510056
502,torredembarra,41.1451,1.3986,25.38,75,100,3.6,ES,1690510056
503,waingapu,-9.6567,120.2641,26.7,57,0,5.8,ID,1690510056
504,kenora,49.8167,-94.4337,18.91,61,0,2.9,CA,1690510056
505,kapoeta,4.7717,33.5903,22.18,79,39,1.68,SS,1690510057
506,gaoyou,32.7858,119.4278,26.58,86,100,6.67,CN,1690510057
507,hampton bays,40.869,-72.5176,27.25,94,100,2.06,US,1690510057
508,bosa,40.2993,8.4983,20.05,58,12,1.28,IT,1690510058
509,lamarque,-39.423,-65.7021,4.59,75,2,2.67,AR,1690510058
510,peace river,56.2501,-117.286,18.62,60,53,1.72,CA,1690510058
511,floro,61.5996,5.0328,14.98,88,100,2.57,NO,1690510058
512,boromo,11.75,-2.9333,26.37,73,76,2.56,BF,1690510058
513,lock haven,41.137,-77.4469,25.39,82,0,1.54,US,1690510059
514,levuka,50.1834,-105.4011,20.71,43,17,7.06,CA,1690510059
515,priladozhskiy,59.85,31.4833,14.56,97,100,1.52,RU,1690510059
516,keta,5.9179,0.9879,24.73,90,100,4.77,GH,1690510059
517,santa eularia des riu,38.9846,1.5341,25.01,85,20,1.54,ES,1690510060
518,khorixas,-20.3667,14.9667,12.71,54,37,0.97,NA,1690510060
519,padangsidempuan,1.3667,99.2667,26.49,72,100,1.19,ID,1690510060
520,shakawe,-18.3667,21.85,13.5,45,31,2.77,BW,1690510060
521,pishva,35.308,51.7267,29.1,34,4,2.47,IR,1690510061
522,santa margherita ligure,44.3346,9.212,22.09,68,99,0.45,IT,1690510061
523,itaituba,-4.2761,-55.9836,24.84,53,1,0.47,BR,1690510061
524,nelson bay,-32.7167,152.15,21.72,52,4,1.34,AU,1690510061
525,saint-philippe,-21.3585,55.7679,18.77,69,6,3.21,RE,1690510062
526,palikir - national government center,6.9248,158.1611,29.47,79,100,5.14,FM,1690510062
527,eagle,43.6954,-116.354,34.1,25,0,3.09,US,1690509923
528,ferozepore,30.9167,74.6,29.75,73,37,0.83,IN,1690510063
529,nuuk,64.1835,-51.7216,10.34,81,100,4.12,GL,1690510063
530,jakhal,29.8,75.8333,29.12,75,99,0.63,IN,1690510063
531,dapa,9.7594,126.0531,26.08,86,100,4.95,PH,1690510064
532,wynyard,-41.0,145.7167,13.53,82,11,4.13,AU,1690510064
533,ta`u,-14.2336,-169.5144,26.23,73,100,6.64,AS,1690510064
534,aral,40.5156,81.2636,31.13,23,69,2.53,CN,1690510064
535,sovetskaya gavan',48.9723,140.2878,22.19,76,100,0.52,RU,1690510065
536,bushehr,28.9684,50.8385,32.79,58,0,1.83,IR,1690510066
537,puerto aysen,-45.4,-72.7,5.48,100,100,0.91,CL,1690510066
538,loei,17.4167,101.5,24.51,78,100,2.59,TH,1690510066
539,arvayheer,46.2639,102.775,20.5,42,13,1.5,MN,1690510067
540,bam,29.106,58.357,31.31,17,3,4.26,IR,1690510067
541,whangarei,-35.7317,174.3239,13.44,55,2,4.19,NZ,1690510068
542,ves'yegonsk,58.664,37.2604,16.65,97,100,4.6,RU,1690510068
543,siocon,7.7061,122.1353,29.9,68,89,3.23,PH,1690510068
544,thunder bay,48.4001,-89.3168,18.52,76,100,2.23,CA,1690510017
545,rio verde de mato grosso,-18.9181,-54.8442,24.42,37,64,2.17,BR,1690510068
546,vladivostok,43.1056,131.8735,30.01,87,96,1.59,RU,1690510068
547,port hedland,-20.3167,118.5667,23.03,31,2,8.23,AU,1690510069
548,ebolowa,2.9,11.15,20.89,100,100,0.7,CM,1690510069
549,klyuchi,52.2667,79.1667,21.34,58,100,3.38,RU,1690510069
550,san patricio,28.017,-97.5169,30.05,67,0,5.93,US,1690510069
551,piti village,13.4626,144.6933,27.49,92,20,3.6,GU,1690510069
552,corumba,-19.0092,-57.6533,22.51,53,52,1.72,BR,1690510070
553,kyaikkami,16.08,97.5675,27.72,85,100,5.3,MM,1690510070
554,korla,41.7597,86.1469,33.96,18,49,2.21,CN,1690510070
555,bayji,34.9311,43.487,32.79,17,0,4.18,IQ,1690510070
556,sisimiut,66.9395,-53.6735,6.18,87,37,2.89,GL,1690510070
557,tangshan,39.6333,118.1833,30.14,63,100,2.46,CN,1690510070
558,milici,44.1711,19.0903,8.65,78,6,1.96,BA,1690510071
559,kijang,35.2442,129.2139,28.96,68,90,1.78,KR,1690510071
560,wabag,-5.4781,143.7021,19.03,74,64,1.45,PG,1690510071
561,manaure,11.7751,-72.4445,28.59,72,62,7.33,CO,1690510072
562,bamboo flat,11.7,92.7167,29.05,79,40,3.6,IN,1690509856
563,hadithah,34.1397,42.3781,32.18,23,0,5.27,IQ,1690510072
564,okhotsk,59.3833,143.3,16.22,83,100,3.08,RU,1690510073
565,norilsk,69.3535,88.2027,25.79,38,4,3.96,RU,1690510073
566,pavilosta,56.8879,21.1859,9.95,81,19,4.06,LV,1690510073
567,souillac,-20.5167,57.5167,20.98,81,62,4.77,MU,1690510073
568,coaldale,49.7167,-112.6185,22.2,45,75,5.66,CA,1690510073
569,malvan,16.0667,73.4667,26.05,86,100,8.76,IN,1690510073
570,abadeh,31.1608,52.6506,23.29,17,4,2.19,IR,1690510074
571,castillos,-34.1667,-53.8333,8.59,78,100,1.21,UY,1690509789
572,valparaiso,-33.0393,-71.6273,15.0,63,0,2.57,CL,1690509939
573,val-d'or,48.1002,-77.7828,18.93,81,100,2.49,CA,1690510074
574,qina,26.1642,32.7267,32.1,17,1,1.26,EG,1690510075
575,kashgar,39.4547,75.9797,30.22,21,100,3.3,CN,1690510075
576,ornskoldsvik,63.2909,18.7153,10.53,100,40,1.03,SE,1690510075
577,flin flon,54.7682,-101.865,13.96,62,100,2.5,CA,1690510075
578,barra de santo antonio,-9.4047,-35.5072,22.6,87,72,4.29,BR,1690510036
579,al qabil,22.571,58.6947,28.0,66,100,0.71,OM,1690510076
580,touba,8.2833,-7.6833,20.97,99,72,2.38,CI,1690510076
581,lycksele,64.5954,18.6735,11.93,94,99,1.54,SE,1690510076
582,nioki,-2.7167,17.6833,25.51,49,30,1.18,CD,1690510076
583,ewo,-0.8725,14.8206,26.71,62,51,1.91,CG,1690510076
584,howard springs,-12.497,131.047,27.95,42,10,2.64,AU,1690510077
585,seguela,7.9611,-6.6731,21.41,99,100,2.44,CI,1690510035
586,oriximina,-1.7656,-55.8661,27.04,55,12,1.79,BR,1690509999
587,canavieiras,-15.675,-38.9472,22.23,89,100,2.82,BR,1690510077
588,thoen,17.6129,99.2161,29.04,68,100,1.61,TH,1690510077
589,kirakira,-10.4544,161.9205,27.11,85,100,6.54,SB,1690510078
